Time,Line,Unknown,Female,Male,Total
AM,BA10,0,67,92,159
AM,BA11,0,48,47,95
AM,BA12,0,29,20,49
AM,BA13,0,34,0,34
AM,BA14,0,48,0,48
AM,BA15,0,47,54,101
AM,BA16,0,0,25,25
AM,BA18,0,0,25,25
AM,BA20,0,0,34,34
AM,BA22,0,43,0,43
AM,BA24,0,57,20,77
AM,BA28,0,0,47,47
AM,BA30,0,169,57,226
AM,BA31,0,34,103,137
AM,BA32,0,23,0,23
AM,BA33,0,23,0,23
AM,BA34,0,54,124,178
AM,BA39,0,23,34,57
AM,BA41,0,57,34,91
AM,BA97,0,0,68,68
AM,BA98,0,34,34,68
AM,BR01,0,374,382,756
AM,BR02,0,447,167,614
AM,BR03,0,185,177,362
AM,BR04,0,676,452,1128
AM,BR05,0,766,476,1242
AM,BR07,0,419,390,809
AM,BR08,0,245,172,417
AM,BR09,0,197,146,343
AM,BR10,0,67,0,67
AM,BR101,0,21,0,21
AM,BR11,0,302,383,685
AM,BR12,0,122,21,143
AM,BR13,0,0,22,22
AM,BR14,0,331,286,617
AM,BR15,0,499,335,834
AM,BR16,0,49,21,70
AM,BR17,0,122,94,216
AM,BR18,0,416,304,720
AM,BR19,0,85,84,169
AM,BR21,0,23,25,48
AM,BR22,0,22,0,22
AM,BR23,0,387,273,660
AM,BR24,0,205,78,283
AM,BR25,0,52,0,52
AM,BR29,0,220,206,426
AM,BR30,0,350,140,490
AM,BR32,0,0,25,25
AM,BR33,0,25,0,25
AM,BR40,0,69,49,118
AM,BR50,0,165,166,331
AM,BR501,0,445,550,995
AM,BR502,0,299,175,474
AM,BR51,0,92,0,92
AM,BR52,0,236,149,385
AM,BR53,0,144,126,270
AM,BR54,0,52,23,75
AM,BR92,0,70,105,175
AM,BR97,0,218,146,364
AM,BR99,0,0,19,19
AM,BT01,0,59,21,80
AM,BT02,0,26,24,50
AM,BT04,0,203,151,354
AM,BT05,0,61,0,61
AM,BT06,0,26,0,26
AM,BT07,0,23,47,70
AM,BT08,0,0,66,66
AM,BT09,0,57,71,128
AM,BT97,0,21,42,63
AM,BT98,0,23,0,23
AM,BU01,0,83,92,175
AM,BU02,0,123,191,314
AM,BU03,0,100,23,123
AM,BU04,0,75,22,97
AM,BU05,0,87,38,125
AM,BU06,0,144,0,144
AM,BU10,0,232,204,436
AM,BU101,0,29,0,29
AM,BU11,0,22,34,56
AM,BU12,0,76,25,101
AM,BU15,0,75,83,158
AM,BU61,0,26,26,52
AM,BU62,0,0,50,50
AM,BU96,0,0,25,25
AM,CO03,0,0,11,11
AM,CO99,0,43,0,43
AM,D101,0,25,29,54
AM,D102,0,0,54,54
AM,D103,0,127,72,199
AM,D105,0,95,18,113
AM,D106,0,36,0,36
AM,D107,0,54,73,127
AM,D108,0,18,0,18
AM,D109,0,0,25,25
AM,D110,0,67,73,140
AM,D111,0,21,58,79
AM,D112,0,151,83,234
AM,D114,0,24,0,24
AM,D115,0,43,0,43
AM,D117,0,25,25,50
AM,D121,0,18,0,18
AM,D141,0,29,72,101
AM,D197,0,146,127,273
AM,D198,0,0,29,29
AM,D218,0,97,48,145
AM,D219,0,204,160,364
AM,D221,0,38,43,81
AM,D222,0,101,55,156
AM,D224,0,208,24,232
AM,D225,0,221,118,339
AM,D226,0,107,85,192
AM,D232,0,27,63,90
AM,D296,0,22,0,22
AM,D297,0,70,89,159
AM,D301,0,23,111,134
AM,D302,0,200,68,268
AM,D303,0,23,74,97
AM,D304,0,46,82,128
AM,D305,0,228,250,478
AM,D306,0,31,63,94
AM,D308,0,0,24,24
AM,D318,0,0,19,19
AM,D397,0,44,68,112
AM,D401,0,327,238,565
AM,D402,0,130,87,217
AM,D403,0,52,34,86
AM,D405,0,83,0,83
AM,D406,0,0,164,164
AM,D407,0,105,92,197
AM,D408,0,17,42,59
AM,D409,0,91,69,160
AM,D410,0,158,198,356
AM,D411,0,61,86,147
AM,D412,0,124,61,185
AM,D413,0,0,22,22
AM,D419,0,0,45,45
AM,D420,0,174,226,400
AM,D421,0,0,57,57
AM,D496,0,109,59,168
AM,D497,0,0,57,57
AM,D501,0,27,71,98
AM,D606,0,16,0,16
AM,D915,0,322,497,819
AM,D916,0,277,422,699
AM,D922,0,51,128,179
AM,D923,0,27,0,27
AM,D950,0,0,23,23
AM,FE99,0,0,26,26
AM,GB12,0,42,25,67
AM,GB15,0,140,147,287
AM,GB16,0,365,190,555
AM,GB19,0,328,204,532
AM,GB20,0,53,33,86
AM,GB21,0,442,479,921
AM,GB25,0,124,72,196
AM,GB27,0,115,258,373
AM,GB29,0,77,15,92
AM,GB31,0,126,52,178
AM,GB32,0,130,111,241
AM,GB33,0,22,22,44
AM,GB34,0,634,263,897
AM,GB37,0,67,39,106
AM,GB38,0,130,55,185
AM,GB40,0,17,17,34
AM,GB46,0,1153,1007,2160
AM,GB52,0,947,384,1331
AM,GB61,0,187,91,278
AM,GB65,0,193,27,220
AM,GB66,0,173,137,310
AM,GB69,0,38,0,38
AM,GB71,0,207,150,357
AM,GB81,0,101,94,195
AM,GB88,0,19,0,19
AM,GB90,0,95,240,335
AM,GB93,0,173,0,173
AM,GB94,0,759,601,1360
AM,GB95,0,265,125,390
AM,GB96,0,200,177,377
AM,GT01,0,10903,12355,23258
AM,GT02,0,7220,7595,14815
AM,GT03,0,5057,3684,8741
AM,GT05,0,4788,4551,9339
AM,GT06,28,2833,3285,6146
AM,GT07,0,4461,3886,8347
AM,GT09,0,10845,8570,19415
AM,GU01,0,29,29,58
AM,GU03,0,69,66,135
AM,GU06,0,20,71,91
AM,GU08,0,29,0,29
AM,GU10,0,91,49,140
AM,GU22,0,21,0,21
AM,GU23,0,19,48,67
AM,GU24,0,54,75,129
AM,GU31,0,0,94,94
AM,GU32,0,48,28,76
AM,GU33,0,87,61,148
AM,GU34,0,0,22,22
AM,GU35,0,23,0,23
AM,GU37,0,51,0,51
AM,GU39,0,13,19,32
AM,GU40,0,91,19,110
AM,GU41,0,19,68,87
AM,GU43,0,18,48,66
AM,GU44,0,22,18,40
AM,GU50,0,28,0,28
AM,GU51,0,19,0,19
AM,GU70,0,30,30,60
AM,GU71,0,0,40,40
AM,GU76,0,30,0,30
AM,GU97,0,0,32,32
AM,GU99,0,95,106,201
AM,HA01,0,1327,864,2191
AM,HA02,0,698,700,1398
AM,HA03,0,558,135,693
AM,HA04,0,462,262,724
AM,HA05,0,1105,809,1914
AM,HA06,0,106,128,234
AM,HA07,0,21,22,43
AM,HA08,0,78,16,94
AM,HA10,0,562,455,1017
AM,HA11,0,184,251,435
AM,HA12,0,28,22,50
AM,HA18,0,0,35,35
AM,HA20,0,24,85,109
AM,HA21,0,378,213,591
AM,HA22,0,338,190,528
AM,HA23,0,269,230,499
AM,HA24,0,367,176,543
AM,HA25,0,185,174,359
AM,HA26,0,552,442,994
AM,HA27,0,189,123,312
AM,HA33,0,257,183,440
AM,HA34,0,198,102,300
AM,HA35,0,357,250,607
AM,HA41,0,627,439,1066
AM,HA43,0,122,150,272
AM,HA44,0,139,183,322
AM,HA51,0,134,195,329
AM,HA52,0,374,45,419
AM,HA55,0,127,120,247
AM,HA56,0,21,0,21
AM,HA58,0,70,0,70
AM,HA90,0,81,68,149
AM,HA91,0,22,25,47
AM,HA93,0,17,0,17
AM,HA98,0,71,96,167
AM,HA99,0,0,18,18
AM,LI02,0,25,0,25
AM,Midland Transit,0,20,28,48
AM,ML01,0,0,70,70
AM,ML02,0,86,0,86
AM,ML03,0,27,0,27
AM,ML04,0,24,70,94
AM,ML05,0,27,93,120
AM,ML06,0,27,49,76
AM,ML07,0,0,27,27
AM,ML90,0,24,0,24
AM,MS01,0,1151,623,1774
AM,MS03,0,911,652,1563
AM,MS04,0,106,182,288
AM,MS05,0,202,254,456
AM,MS06,0,239,112,351
AM,MS07,0,185,172,357
AM,MS08,0,200,223,423
AM,MS09,0,209,277,486
AM,MS10,0,415,333,748
AM,MS101,0,153,168,321
AM,MS103,0,324,169,493
AM,MS107,0,23,59,82
AM,MS11,0,180,193,373
AM,MS110,0,174,329,503
AM,MS12,0,0,30,30
AM,MS13,0,486,387,873
AM,MS14,0,0,40,40
AM,MS15,0,60,31,91
AM,MS16,0,76,110,186
AM,MS17,0,17,23,40
AM,MS18,0,69,28,97
AM,MS19,0,1651,1261,2912
AM,MS20,0,396,328,724
AM,MS22,0,200,26,226
AM,MS23,0,204,183,387
AM,MS26,0,951,700,1651
AM,MS27,0,18,28,46
AM,MS28,0,330,90,420
AM,MS29,0,94,152,246
AM,MS303,0,20,0,20
AM,MS31,0,109,0,109
AM,MS317,0,0,49,49
AM,MS32,0,0,80,80
AM,MS320,0,19,0,19
AM,MS321,0,43,0,43
AM,MS33,0,45,29,74
AM,MS34,0,290,281,571
AM,MS35,0,384,343,727
AM,MS36,0,92,98,190
AM,MS38,0,421,313,734
AM,MS39,0,149,116,265
AM,MS41,0,139,173,312
AM,MS42,0,275,194,469
AM,MS44,0,187,78,265
AM,MS45,0,284,338,622
AM,MS46,0,109,0,109
AM,MS47,0,99,104,203
AM,MS48,0,137,116,253
AM,MS49,0,83,137,220
AM,MS50,0,19,0,19
AM,MS51,0,68,119,187
AM,MS53,0,119,77,196
AM,MS57,0,90,111,201
AM,MS61,0,525,378,903
AM,MS62,0,19,0,19
AM,MS64,0,47,89,136
AM,MS65,0,41,0,41
AM,MS66,0,332,188,520
AM,MS67,0,0,71,71
AM,MS68,0,148,109,257
AM,MS70,0,0,17,17
AM,MS76,0,93,50,143
AM,MS89,0,334,214,548
AM,MS90,0,100,166,266
AM,MS91,0,19,98,117
AM,MS97,0,0,63,63
AM,MS98,0,46,28,74
AM,MS99,0,0,23,23
AM,MS990,0,54,0,54
AM,NI01,0,18,25,43
AM,NI03,0,0,26,26
AM,NI04,0,0,24,24
AM,NI05,0,25,49,74
AM,NI06,0,24,45,69
AM,NI11,0,0,26,26
AM,NI12,0,25,18,43
AM,NI14,0,72,18,90
AM,NI15,0,26,25,51
AM,NI30,0,0,26,26
AM,NI31,0,80,75,155
AM,NI98,0,25,0,25
AM,NI99,0,0,30,30
AM,NR70,0,0,31,31
AM,NR75,0,0,32,32
AM,OA01,0,72,100,172
AM,OA02,0,22,0,22
AM,OA03,0,61,40,101
AM,OA04,0,0,61,61
AM,OA05,0,0,24,24
AM,OA06,0,81,71,152
AM,OA11,0,0,22,22
AM,OA13,0,262,108,370
AM,OA14,0,295,172,467
AM,OA15,0,74,49,123
AM,OA17,0,88,32,120
AM,OA18,0,25,33,58
AM,OA19,0,54,199,253
AM,OA20,0,104,114,218
AM,OA21,0,64,118,182
AM,OA22,0,25,57,82
AM,OA24,0,205,66,271
AM,OA25,0,0,18,18
AM,OA26,0,51,14,65
AM,OA28,0,59,37,96
AM,OA33,0,20,25,45
AM,OA83,0,36,18,54
AM,OA97,0,22,24,46
AM,OA99,0,0,33,33
AM,OR02,0,0,26,26
AM,OR03,0,26,0,26
AM,OR04,0,26,0,26
AM,OR05,0,51,0,51
AM,OV01,0,39,19,58
AM,PE01,0,119,111,230
AM,PE02,0,53,46,99
AM,PE04,0,65,19,84
AM,PE05,0,101,47,148
AM,PE06,0,75,48,123
AM,PE07,0,210,0,210
AM,PE08,0,75,76,151
AM,PE09,0,66,0,66
AM,PE10,0,19,0,19
AM,PE11,0,81,120,201
AM,PE90,0,46,0,46
AM,Rockwood Transit,0,0,17,17
AM,SC01,0,17,52,69
AM,SC02,0,30,0,30
AM,SC03,0,89,60,149
AM,SC04,0,25,41,66
AM,SC05,0,79,0,79
AM,SC06,0,27,27,54
AM,SC07,0,116,123,239
AM,SC08,0,90,69,159
AM,SC09,0,17,35,52
AM,SC10,0,0,30,30
AM,SC11,0,50,48,98
AM,SC12,0,23,28,51
AM,SC123,0,0,31,31
AM,SC15,0,23,45,68
AM,SC16,0,58,102,160
AM,SC17,0,45,75,120
AM,SC18,0,0,23,23
AM,SC20,0,60,31,91
AM,SC21,0,0,31,31
AM,SC25,0,27,28,55
AM,SC46,0,25,0,25
AM,SC51,0,75,79,154
AM,SC56,0,47,0,47
AM,SC65,0,52,0,52
AM,SC66,0,30,27,57
AM,SC68,0,30,30,60
AM,SC72,0,28,0,28
AM,SN97,0,32,0,32
AM,T005,0,334,258,592
AM,T006,0,354,318,672
AM,T007,0,2171,1342,3513
AM,T008,0,322,269,591
AM,T009,0,366,538,904
AM,T010,0,311,112,423
AM,T011,0,530,508,1038
AM,T012,0,763,959,1722
AM,T014,0,183,120,303
AM,T015,0,184,92,276
AM,T016,0,943,561,1504
AM,T017,0,1356,639,1995
AM,T020,0,591,391,982
AM,T021,23,1162,864,2049
AM,T022,0,449,297,746
AM,T023,0,711,542,1253
AM,T024,0,2086,1566,3652
AM,T025,0,4027,2476,6503
AM,T026,0,435,284,719
AM,T028,0,281,145,426
AM,T029,0,3007,2441,5448
AM,T030,0,331,120,451
AM,T031,0,371,114,485
AM,T032,0,4355,3012,7367
AM,T033,0,89,56,145
AM,T034,0,2639,1681,4320
AM,T035,0,3953,2823,6776
AM,T036,0,3469,2871,6340
AM,T037,0,1614,1327,2941
AM,T038,0,572,242,814
AM,T039,0,3325,2521,5846
AM,T040,0,340,260,600
AM,T041,0,1700,1507,3207
AM,T042,0,1192,897,2089
AM,T043,0,1463,968,2431
AM,T044,0,403,432,835
AM,T045,0,2168,1708,3876
AM,T046,0,891,469,1360
AM,T047,0,1123,531,1654
AM,T048,0,245,236,481
AM,T049,0,603,386,989
AM,T050,0,573,331,904
AM,T051,0,369,481,850
AM,T052,0,2217,1615,3832
AM,T053,0,2544,2208,4752
AM,T054,0,3000,2406,5406
AM,T055,0,107,99,206
AM,T056,0,221,323,544
AM,T057,0,1053,1207,2260
AM,T058,0,544,482,1026
AM,T059,0,276,204,480
AM,T060,0,2126,1876,4002
AM,T061,0,383,255,638
AM,T062,0,294,353,647
AM,T063,0,2093,1128,3221
AM,T064,0,341,315,656
AM,T065,0,295,367,662
AM,T066,0,718,488,1206
AM,T067,0,796,444,1240
AM,T068,0,1486,1042,2528
AM,T069,0,727,451,1178
AM,T070,0,499,446,945
AM,T071,0,685,335,1020
AM,T072,0,501,529,1030
AM,T073,0,884,851,1735
AM,T074,0,215,208,423
AM,T075,0,359,227,586
AM,T076,0,951,630,1581
AM,T077,0,375,126,501
AM,T078,0,221,106,327
AM,T079,0,849,545,1394
AM,T080,0,97,39,136
AM,T081,0,450,583,1033
AM,T082,0,70,46,116
AM,T083,0,156,229,385
AM,T084,0,1842,1200,3042
AM,T085,0,3225,2158,5383
AM,T086,0,1831,1093,2924
AM,T087,0,1070,635,1705
AM,T088,0,274,461,735
AM,T089,0,1566,906,2472
AM,T090,0,723,641,1364
AM,T091,0,399,625,1024
AM,T092,0,126,103,229
AM,T094,0,757,761,1518
AM,T095,0,3225,1849,5074
AM,T096,22,2199,1494,3715
AM,T097,0,504,216,720
AM,T098,0,362,268,630
AM,T100,0,1267,1148,2415
AM,T102,0,1929,1798,3727
AM,T103,0,72,109,181
AM,T104,0,235,312,547
AM,T105,0,473,501,974
AM,T106,0,807,404,1211
AM,T107,0,290,299,589
AM,T108,0,847,801,1648
AM,T109,0,600,398,998
AM,T110,0,678,522,1200
AM,T111,0,531,328,859
AM,T112,0,1031,555,1586
AM,T113,0,811,407,1218
AM,T115,0,37,18,55
AM,T116,0,2285,2095,4380
AM,T117,0,47,77,124
AM,T120,0,169,223,392
AM,T122,0,501,273,774
AM,T123,0,329,138,467
AM,T124,0,192,81,273
AM,T125,0,445,336,781
AM,T126,0,162,301,463
AM,T127,0,334,44,378
AM,T129,0,1323,1039,2362
AM,T130,0,310,165,475
AM,T131,0,868,943,1811
AM,T132,0,251,246,497
AM,T133,0,1118,958,2076
AM,T134,0,493,551,1044
AM,T135,0,200,186,386
AM,T139,0,193,38,231
AM,T141,0,49,94,143
AM,T142,0,93,41,134
AM,T143,0,80,82,162
AM,T144,0,269,328,597
AM,T145,0,150,22,172
AM,T160,0,166,209,375
AM,T161,0,534,348,882
AM,T162,0,40,37,77
AM,T165,0,748,608,1356
AM,T167,0,76,102,178
AM,T168,0,1059,449,1508
AM,T169,0,198,74,272
AM,T171,0,0,17,17
AM,T190,0,435,254,689
AM,T191,0,706,593,1299
AM,T192,0,62,70,132
AM,T196,0,281,473,754
AM,T199,0,872,516,1388
AM,T224,0,181,87,268
AM,T300,0,0,17,17
AM,T302,0,26,0,26
AM,T312,0,23,0,23
AM,T313,0,0,14,14
AM,T321,0,53,0,53
AM,T329,0,21,0,21
AM,TTC Wheel Trans,0,822,592,1414
AM,T501,0,3538,2808,6346
AM,T502,0,210,169,379
AM,T503,0,196,138,334
AM,T504,0,5966,3834,9800
AM,T505,0,2489,2038,4527
AM,T506,0,3086,2190,5276
AM,T508,0,68,166,234
AM,T509,0,1044,737,1781
AM,T510,0,960,906,1866
AM,T511,0,1000,1248,2248
AM,T512,0,2422,1441,3863
AM,T593,0,10168,8591,18759
AM,T594,0,20884,18917,39801
AM,T596,0,25466,21290,46756
AM,T597,0,2018,1415,3433
AM,T598,0,3182,2993,6175
AM,TTC clientRoute unknown,0,0,22,22
AM,WA01,0,122,106,228
AM,WA02,0,32,0,32
AM,WA03,0,88,143,231
AM,WA04,0,88,22,110
AM,WA05,0,115,67,182
AM,WA06,0,63,57,120
AM,WA07,0,862,512,1374
AM,WA08,0,533,478,1011
AM,WA09,0,206,317,523
AM,WA10,0,143,151,294
AM,WA11,0,162,129,291
AM,WA12,0,426,564,990
AM,WA13,0,307,221,528
AM,WA14,0,33,0,33
AM,WA15,0,81,73,154
AM,WA16,0,88,57,145
AM,WA17,0,77,53,130
AM,WA18,0,51,0,51
AM,WA19,0,89,97,186
AM,WA20,0,110,42,152
AM,WA201,0,251,234,485
AM,WA21,0,21,19,40
AM,WA22,0,356,293,649
AM,WA23,0,178,52,230
AM,WA24,0,124,161,285
AM,WA25,0,248,81,329
AM,WA27,0,88,60,148
AM,WA29,0,60,116,176
AM,WA31,0,20,87,107
AM,WA35,0,86,131,217
AM,WA51,0,119,162,281
AM,WA52,0,81,108,189
AM,WA53,0,141,68,209
AM,WA54,0,47,23,70
AM,WA55,0,83,28,111
AM,WA56,0,0,17,17
AM,WA57,0,0,21,21
AM,WA58,0,90,0,90
AM,WA59,0,77,0,77
AM,WA60,0,93,0,93
AM,WA61,0,28,110,138
AM,WA62,0,49,55,104
AM,WA63,0,100,60,160
AM,WA64,0,46,40,86
AM,WA65,0,44,22,66
AM,WA66,0,0,66,66
AM,WA67,0,24,0,24
AM,WA71,0,116,116,232
AM,WA73,0,0,20,20
AM,WA75,0,77,0,77
AM,WA90,0,425,355,780
AM,WA91,0,50,84,134
AM,WA97,0,29,83,112
AM,WA98,0,294,363,657
AM,WE01,0,48,16,64
AM,WE02,0,19,0,19
AM,WE03,0,46,0,46
AM,WE05,0,61,0,61
AM,WE06,0,27,0,27
AM,WE08,0,26,26,52
AM,WE09,0,0,26,26
AM,WE51,0,27,28,55
AM,WE98,0,25,53,78
AM,WE99,0,27,0,27
AM,Canada Coach,0,73,91,164
AM,XF98,0,46,26,72
AM,Island Ferry,0,239,399,638
AM,Grey Coach,0,26,83,109
AM,Grey Hound,0,404,138,542
AM,Via Rail,0,133,122,255
AM,Erindale School,0,0,29,29
AM,Private Bus,0,1532,1096,2628
AM,Y001,0,0,32,32
AM,Y002,0,556,397,953
AM,Y003,0,196,193,389
AM,Y004,0,598,539,1137
AM,Y005,0,195,187,382
AM,Y007,0,108,69,177
AM,Y008,0,146,75,221
AM,Y009,0,0,30,30
AM,Y010,0,116,120,236
AM,Y011,0,20,0,20
AM,Y012,0,95,24,119
AM,Y013,0,71,24,95
AM,Y015,0,69,22,91
AM,Y018,0,246,231,477
AM,Y020,0,324,254,578
AM,Y022,0,126,95,221
AM,Y023,0,87,127,214
AM,Y024,0,0,34,34
AM,Y031,0,18,22,40
AM,Y032,0,107,170,277
AM,Y033,0,0,18,18
AM,Y040,0,16,106,122
AM,Y041,0,76,39,115
AM,Y042,0,58,0,58
AM,Y044,0,38,33,71
AM,Y045,0,32,0,32
AM,Y050,0,14,0,14
AM,Y051,0,20,41,61
AM,Y052,0,0,33,33
AM,Y054,0,91,74,165
AM,Y055,0,143,61,204
AM,Y056,0,41,49,90
AM,Y057,0,115,126,241
AM,Y058,0,17,0,17
AM,Y069,0,21,0,21
AM,Y077,0,164,292,456
AM,Y081,0,56,90,146
AM,Y082,0,46,66,112
AM,Y083,0,175,121,296
AM,Y084,0,0,20,20
AM,Y085,0,534,442,976
AM,Y086,0,273,139,412
AM,Y087,0,102,174,276
AM,Y088,0,713,391,1104
AM,Y090,0,204,209,413
AM,Y091,0,777,569,1346
AM,Y098,0,67,62,129
AM,Y099,0,245,211,456
AM,Y102,0,0,22,22
AM,Y201,0,72,0,72
AM,Y202,0,40,64,104
AM,Y222,0,18,22,40
AM,Y223,0,0,22,22
AM,Y240,0,0,19,19
AM,Y241,0,22,23,45
AM,Y243,0,0,50,50
AM,Y300,0,0,57,57
AM,Y301,0,21,51,72
AM,Y302,0,53,42,95
AM,Y303,0,140,52,192
AM,Y304,0,42,24,66
AM,Y360,0,217,73,290
AM,Y400,0,0,21,21
AM,Y408,0,0,22,22
AM,Y409,0,0,23,23
AM,Y410,0,0,43,43
AM,Y411,0,21,0,21
AM,Y413,0,21,0,21
AM,Y418,0,20,0,20
AM,Y422,0,0,99,99
AM,Y426,0,0,45,45
AM,Y440,0,0,21,21
AM,Y444,0,23,23,46
AM,Y446,0,22,0,22
AM,Y449,0,59,39,98
AM,Y461,0,40,20,60
AM,Y462,0,22,0,22
AM,Y463,0,40,0,40
AM,Y521,0,0,17,17
AM,Y589,0,22,62,84
AM,Y600,0,23,81,104
AM,Y760,0,0,20,20
AM,Y900,0,2098,1771,3869
AM,Y901,0,675,516,1191
AM,Y902,0,52,30,82
AM,Y903,0,149,369,518
AM,Y904,0,146,223,369
AM,Y999,0,22,0,22
AM,Not Used,28,135395,118298,253721
AM,BA11,0,34,78,112
AM,BA16,0,34,67,101
AM,BA18,0,47,47,94
AM,BA20,0,34,34,68
AM,BA24,0,25,0,25
AM,BA30,0,25,0,25
AM,BA31,0,0,57,57
AM,BA33,0,47,0,47
AM,BA34,0,34,0,34
AM,BA41,0,0,49,49
AM,BR01,0,227,86,313
AM,BR02,0,99,74,173
AM,BR03,0,101,0,101
AM,BR04,0,90,91,181
AM,BR05,0,114,150,264
AM,BR07,0,147,79,226
AM,BR08,0,23,0,23
AM,BR09,0,22,31,53
AM,BR10,0,0,25,25
AM,BR101,0,23,28,51
AM,BR11,0,1017,716,1733
