Time,Line,Unknown,Female,Male,Total
AM,BR12,0,23,0,23
AM,BR14,0,96,72,168
AM,BR15,0,202,159,361
AM,BR16,0,28,27,55
AM,BR18,0,205,95,300
AM,BR21,0,24,64,88
AM,BR23,0,94,0,94
AM,BR24,0,0,22,22
AM,BR29,0,53,113,166
AM,BR30,0,50,71,121
AM,BR40,0,45,0,45
AM,BR50,0,0,23,23
AM,BR501,0,789,419,1208
AM,BR502,0,259,276,535
AM,BR51,0,74,0,74
AM,BR511,0,0,28,28
AM,BR52,0,84,28,112
AM,BR53,0,23,28,51
AM,BR97,0,45,22,67
AM,BT01,0,0,24,24
AM,BT04,0,59,0,59
AM,BT05,0,0,19,19
AM,BT07,0,26,43,69
AM,BT08,0,19,0,19
AM,BT09,0,40,21,61
AM,BU01,0,68,86,154
AM,BU02,0,79,25,104
AM,BU03,0,0,34,34
AM,BU04,0,14,0,14
AM,BU08,0,77,0,77
AM,BU10,0,46,66,112
AM,BU101,0,0,56,56
AM,BU11,0,0,49,49
AM,BU12,0,0,22,22
AM,BU21,0,50,0,50
AM,D101,0,29,0,29
AM,D232,0,22,24,46
AM,D302,0,9,14,23
AM,D304,0,23,46,69
AM,D305,0,0,37,37
AM,D306,0,0,51,51
AM,D401,0,168,168,336
AM,D402,0,37,45,82
AM,D406,0,20,0,20
AM,D407,0,23,0,23
AM,D408,0,44,0,44
AM,D409,0,14,44,58
AM,D410,0,0,59,59
AM,D412,0,24,59,83
AM,D413,0,34,0,34
AM,D419,0,0,31,31
AM,D420,0,0,57,57
AM,D915,0,181,31,212
AM,D916,0,62,103,165
AM,D922,0,18,26,44
AM,D923,0,18,90,108
AM,GB15,0,205,76,281
AM,GB16,0,140,56,196
AM,GB19,0,76,100,176
AM,GB20,0,27,32,59
AM,GB21,0,169,45,214
AM,GB25,0,0,29,29
AM,GB27,0,0,79,79
AM,GB29,0,85,0,85
AM,GB31,0,52,0,52
AM,GB32,0,51,28,79
AM,GB34,0,257,28,285
AM,GB40,0,0,30,30
AM,GB46,0,612,562,1174
AM,GB52,0,262,360,622
AM,GB61,0,0,28,28
AM,GB66,0,60,0,60
AM,GB71,0,41,0,41
AM,GB81,0,0,19,19
AM,GB93,0,0,33,33
AM,GB94,0,316,378,694
AM,GB95,0,86,15,101
AM,GB96,0,41,0,41
AM,GT01,0,1294,1645,2939
AM,GT02,0,694,1046,1740
AM,GT03,0,574,648,1222
AM,GT05,0,111,91,202
AM,GT06,0,265,336,601
AM,GT07,0,380,341,721
AM,GT09,0,1484,1469,2953
AM,GU03,0,0,11,11
AM,GU07,0,0,17,17
AM,GU08,0,20,30,50
AM,GU09,0,0,30,30
AM,GU22,0,0,19,19
AM,GU23,0,0,11,11
AM,GU32,0,13,56,69
AM,GU35,0,51,0,51
AM,GU41,0,18,0,18
AM,GU51,0,42,0,42
AM,GU52,0,29,29,58
AM,GU99,0,28,0,28
AM,HA01,0,360,151,511
AM,HA02,0,192,246,438
AM,HA04,0,251,131,382
AM,HA05,0,334,203,537
AM,HA06,0,56,23,79
AM,HA07,0,58,0,58
AM,HA10,0,319,361,680
AM,HA11,0,38,48,86
AM,HA16,0,28,0,28
AM,HA21,0,115,96,211
AM,HA22,0,71,78,149
AM,HA23,0,68,67,135
AM,HA24,0,25,0,25
AM,HA25,0,74,0,74
AM,HA26,0,55,0,55
AM,HA27,0,208,259,467
AM,HA33,0,27,72,99
AM,HA34,0,102,46,148
AM,HA35,0,213,138,351
AM,HA41,0,262,298,560
AM,HA43,0,23,46,69
AM,HA44,0,72,12,84
AM,HA51,0,306,152,458
AM,HA52,0,24,23,47
AM,HA55,0,113,90,203
AM,HA58,0,0,44,44
AM,ML01,0,17,0,17
AM,MS01,0,691,287,978
AM,MS03,0,154,149,303
AM,MS04,0,58,0,58
AM,MS05,0,293,229,522
AM,MS06,0,22,0,22
AM,MS07,0,111,130,241
AM,MS08,0,43,0,43
AM,MS09,0,46,0,46
AM,MS10,0,40,22,62
AM,MS101,0,70,184,254
AM,MS103,0,98,101,199
AM,MS107,0,190,253,443
AM,MS11,0,99,48,147
AM,MS110,0,704,426,1130
AM,MS13,0,101,16,117
AM,MS14,0,0,62,62
AM,MS15,0,52,22,74
AM,MS18,0,40,46,86
AM,MS19,0,726,363,1089
AM,MS20,0,72,50,122
AM,MS21,0,38,0,38
AM,MS22,0,99,55,154
AM,MS23,0,39,49,88
AM,MS26,0,388,320,708
AM,MS27,0,47,0,47
AM,MS28,0,41,130,171
AM,MS29,0,49,0,49
AM,MS34,0,60,39,99
AM,MS35,0,164,76,240
AM,MS36,0,0,22,22
AM,MS38,0,60,56,116
AM,MS39,0,85,104,189
AM,MS41,0,21,42,63
AM,MS42,0,210,191,401
AM,MS44,0,113,143,256
AM,MS45,0,57,17,74
AM,MS46,0,18,0,18
AM,MS48,0,77,50,127
AM,MS50,0,0,21,21
AM,MS51,0,403,323,726
AM,MS53,0,187,29,216
AM,MS57,0,57,20,77
AM,MS61,0,100,211,311
AM,MS62,0,0,28,28
AM,MS66,0,193,169,362
AM,MS70,0,58,0,58
AM,MS76,0,64,40,104
AM,MS82,0,18,79,97
AM,MS89,0,52,80,132
AM,MS90,0,105,32,137
AM,MS97,0,0,23,23
AM,NI06,0,0,18,18
AM,NI10,0,24,24,48
AM,NI14,0,25,26,51
AM,NR55,0,0,32,32
AM,OA01,0,119,155,274
AM,OA04,0,42,34,76
AM,OA06,0,37,0,37
AM,OA10,0,80,0,80
AM,OA11,0,0,44,44
AM,OA13,0,20,0,20
AM,OA14,0,76,23,99
AM,OA15,0,0,23,23
AM,OA24,0,101,49,150
AM,OA26,0,20,0,20
AM,OA32,0,32,32,64
AM,OR02,0,26,0,26
AM,OR04,0,25,0,25
AM,PE01,0,39,0,39
AM,PE02,0,54,0,54
AM,PE04,0,48,76,124
AM,PE05,0,12,0,12
AM,PE06,0,26,0,26
AM,PE07,0,0,93,93
AM,PE08,0,0,10,10
AM,PE09,0,0,28,28
AM,PE12,0,46,19,65
AM,PE82,0,26,0,26
AM,PE90,0,48,0,48
AM,SC02,0,0,22,22
AM,SC03,0,0,28,28
AM,SC05,0,25,0,25
AM,SC06,0,23,47,70
AM,SC10,0,39,0,39
AM,SC11,0,30,30,60
AM,SC12,0,19,0,19
AM,SC15,0,30,0,30
AM,SC16,0,105,134,239
AM,SC17,0,0,46,46
AM,SC18,0,23,23,46
AM,SC25,0,90,71,161
AM,SC46,0,0,30,30
AM,SC52,0,28,0,28
AM,T005,0,60,75,135
AM,T006,0,809,298,1107
AM,T007,0,753,326,1079
AM,T008,0,56,0,56
AM,T009,0,110,42,152
AM,T010,0,24,0,24
AM,T011,0,470,102,572
AM,T012,0,125,276,401
AM,T014,0,22,0,22
AM,T015,0,64,122,186
AM,T016,0,137,101,238
AM,T017,0,400,288,688
AM,T020,0,108,0,108
AM,T021,0,266,282,548
AM,T022,0,59,65,124
AM,T023,0,24,0,24
AM,T024,0,834,274,1108
AM,T025,0,1367,992,2359
AM,T026,0,56,52,108
AM,T028,0,79,0,79
AM,T029,0,1095,671,1766
AM,T030,0,18,54,72
AM,T031,0,23,16,39
AM,T032,0,1403,1279,2682
AM,T033,0,23,40,63
AM,T034,0,1326,919,2245
AM,T035,0,871,799,1670
AM,T036,0,1512,1296,2808
AM,T037,0,463,267,730
AM,T038,0,254,118,372
AM,T039,0,1298,866,2164
AM,T040,0,42,0,42
AM,T041,22,678,887,1587
AM,T042,0,542,206,748
AM,T043,0,544,238,782
AM,T044,0,585,388,973
AM,T045,0,475,532,1007
AM,T046,0,272,305,577
AM,T047,0,264,86,350
AM,T048,0,21,44,65
AM,T049,0,85,90,175
AM,T050,0,84,47,131
AM,T051,0,120,116,236
AM,T052,0,1174,700,1874
AM,T053,0,498,799,1297
AM,T054,0,979,671,1650
AM,T056,0,172,121,293
AM,T057,0,630,710,1340
AM,T058,0,631,346,977
AM,T059,0,0,176,176
AM,T060,0,1364,932,2296
AM,T061,0,160,87,247
AM,T062,0,123,70,193
AM,T063,0,324,267,591
AM,T064,0,143,109,252
AM,T065,0,13,48,61
AM,T066,0,15,0,15
AM,T067,0,141,56,197
AM,T068,0,719,479,1198
AM,T069,0,78,92,170
AM,T070,0,167,180,347
AM,T071,0,49,73,122
AM,T072,0,111,59,170
AM,T073,0,279,256,535
AM,T074,0,47,24,71
AM,T075,0,157,10,167
AM,T076,0,560,296,856
AM,T077,0,15,0,15
AM,T079,0,82,37,119
AM,T080,0,66,83,149
AM,T081,0,37,0,37
AM,T083,0,79,17,96
AM,T084,0,929,678,1607
AM,T085,0,980,265,1245
AM,T086,0,393,192,585
AM,T087,0,162,38,200
AM,T088,0,72,0,72
AM,T089,0,268,98,366
AM,T090,0,42,0,42
AM,T091,0,113,23,136
AM,T092,0,22,19,41
AM,T094,0,180,136,316
AM,T095,0,1587,1124,2711
AM,T096,0,1357,783,2140
AM,T097,0,28,13,41
AM,T098,0,0,66,66
AM,T100,0,223,134,357
AM,T102,0,642,705,1347
AM,T104,0,99,22,121
AM,T105,0,122,321,443
AM,T106,0,93,263,356
AM,T107,0,263,249,512
AM,T108,0,94,70,164
AM,T109,0,78,0,78
AM,T110,0,125,169,294
AM,T111,0,40,84,124
AM,T112,0,298,222,520
AM,T113,0,21,67,88
AM,T115,0,0,22,22
AM,T116,0,829,490,1319
AM,T117,0,0,44,44
AM,T122,0,89,0,89
AM,T123,0,141,105,246
AM,T124,0,174,86,260
AM,T125,0,46,0,46
AM,T126,0,67,24,91
AM,T127,0,0,32,32
AM,T129,0,522,425,947
AM,T130,0,34,0,34
AM,T131,0,203,17,220
AM,T132,0,54,103,157
AM,T133,0,226,91,317
AM,T134,23,358,272,653
AM,T135,0,25,0,25
AM,T139,0,141,62,203
AM,T144,0,37,0,37
AM,T160,0,60,49,109
AM,T161,0,79,40,119
AM,T165,0,733,594,1327
AM,T167,0,21,46,67
AM,T168,0,41,39,80
AM,T169,0,63,21,84
AM,T190,0,308,265,573
AM,T191,0,488,653,1141
AM,T192,0,82,17,99
AM,T196,0,984,625,1609
AM,T199,0,497,406,903
AM,T224,0,143,29,172
AM,T303,0,0,14,14
AM,T308,0,21,0,21
AM,T320,0,0,22,22
AM,TTC Wheel Trans,0,22,0,22
AM,T501,0,604,852,1456
AM,T502,0,23,18,41
AM,T503,0,50,0,50
AM,T504,0,1697,1203,2900
AM,T505,0,721,352,1073
AM,T506,0,856,473,1329
AM,T508,0,0,30,30
AM,T509,0,242,100,342
AM,T510,0,901,563,1464
AM,T511,0,351,338,689
AM,T512,0,856,548,1404
AM,T593,0,21255,15968,37223
AM,T594,0,38601,31037,69638
AM,T596,0,43577,32727,76304
AM,T597,0,4226,3511,7737
AM,T598,0,2797,2062,4859
AM,WA01,0,0,19,19
AM,WA04,0,44,17,61
AM,WA06,0,17,18,35
AM,WA07,0,668,555,1223
AM,WA08,0,74,104,178
AM,WA09,0,99,59,158
AM,WA10,0,76,32,108
AM,WA11,0,34,87,121
AM,WA12,0,133,90,223
AM,WA13,0,13,0,13
AM,WA14,0,22,20,42
AM,WA15,0,32,0,32
AM,WA16,0,56,17,73
AM,WA18,0,32,0,32
AM,WA19,0,0,17,17
AM,WA20,0,35,21,56
AM,WA201,0,83,140,223
AM,WA21,0,18,0,18
AM,WA22,0,21,105,126
AM,WA23,0,43,19,62
AM,WA24,0,55,0,55
AM,WA25,0,51,0,51
AM,WA29,0,0,22,22
AM,WA31,0,22,13,35
AM,WA32,0,27,20,47
AM,WA33,0,14,0,14
AM,WA51,0,274,118,392
AM,WA52,0,91,153,244
AM,WA53,0,69,70,139
AM,WA56,0,0,19,19
AM,WA57,0,23,0,23
AM,WA59,0,56,47,103
AM,WA61,0,85,22,107
AM,WA90,0,320,282,602
AM,WA91,0,81,112,193
AM,WA98,0,58,64,122
AM,WE02,0,23,0,23
AM,WE05,0,19,0,19
AM,WE08,0,27,0,27
AM,Canada Coach,0,0,16,16
AM,Island Ferry,0,0,27,27
AM,Grey Hound,0,35,0,35
AM,Via Rail,0,38,0,38
AM,Private Bus,0,358,139,497
AM,Y001,0,126,45,171
AM,Y002,0,207,37,244
AM,Y003,0,45,20,65
AM,Y004,0,77,70,147
AM,Y005,0,20,0,20
AM,Y007,0,24,72,96
AM,Y008,0,39,15,54
AM,Y010,0,51,0,51
AM,Y012,0,22,0,22
AM,Y018,0,20,60,80
AM,Y020,0,81,27,108
AM,Y022,0,0,81,81
AM,Y023,0,0,27,27
AM,Y033,0,0,35,35
AM,Y044,0,0,19,19
AM,Y054,0,19,0,19
AM,Y055,0,41,19,60
AM,Y056,0,30,0,30
AM,Y057,0,0,19,19
AM,Y077,0,252,217,469
AM,Y083,0,0,23,23
AM,Y085,0,94,40,134
AM,Y088,0,155,20,175
AM,Y090,0,198,217,415
AM,Y091,0,101,125,226
AM,Y098,0,19,0,19
AM,Y099,0,144,106,250
AM,Y303,0,24,21,45
AM,Y360,0,0,26,26
AM,Y900,0,707,597,1304
AM,Y901,0,341,346,687
AM,Y902,0,15,16,31
AM,Y903,0,23,145,168
AM,Y904,0,144,107,251
AM,Not Used,50,255185,211302,466537
AM,BR01,0,0,45,45
AM,BR03,0,0,28,28
AM,BR04,0,0,27,27
AM,BR05,0,0,23,23
AM,BR07,0,78,0,78
AM,BR10,0,68,0,68
AM,BR101,0,22,30,52
AM,BR11,0,133,55,188
AM,BR14,0,0,68,68
AM,BR15,0,73,0,73
AM,BR16,0,24,0,24
AM,BR18,0,44,0,44
AM,BR19,0,40,0,40
AM,BR40,0,0,27,27
AM,BR501,0,22,22,44
AM,BR502,0,65,0,65
AM,BR51,0,23,0,23
AM,BR53,0,27,0,27
AM,BU06,0,23,0,23
AM,BU11,0,22,0,22
AM,BU12,0,13,0,13
AM,D226,0,18,0,18
AM,D302,0,28,0,28
AM,D401,0,0,31,31
AM,D915,0,0,59,59
AM,D922,0,31,0,31
AM,GB12,0,0,22,22
AM,GB15,0,0,65,65
AM,GB16,0,0,56,56
AM,GB19,0,27,0,27
AM,GB21,0,28,0,28
AM,GB31,0,21,0,21
AM,GB33,0,14,0,14
AM,GB34,0,73,88,161
AM,GB46,0,117,68,185
AM,GB52,0,115,82,197
AM,GB65,0,15,0,15
AM,GB93,0,0,30,30
AM,GB94,0,34,61,95
AM,GB96,0,0,32,32
AM,GT01,0,163,60,223
AM,GT02,0,0,109,109
AM,GT03,0,76,51,127
AM,GT07,0,0,21,21
AM,GT09,0,70,44,114
AM,GU32,0,85,0,85
AM,GU33,0,51,0,51
AM,HA01,0,22,18,40
AM,HA02,0,20,28,48
AM,HA10,0,22,79,101
AM,HA35,0,56,131,187
AM,HA41,0,0,26,26
AM,HA51,0,0,23,23
AM,HA55,0,0,24,24
AM,HA91,0,0,19,19
AM,MS01,0,206,207,413
AM,MS03,0,45,24,69
AM,MS05,0,55,83,138
AM,MS07,0,0,66,66
AM,MS101,0,37,33,70
AM,MS103,0,45,56,101
AM,MS107,0,29,0,29
AM,MS11,0,23,55,78
AM,MS110,0,89,156,245
AM,MS14,0,20,0,20
AM,MS15,0,0,22,22
AM,MS17,0,0,16,16
AM,MS19,0,62,19,81
AM,MS20,0,18,0,18
AM,MS22,0,108,74,182
AM,MS23,0,41,0,41
AM,MS26,0,102,30,132
AM,MS27,0,59,0,59
AM,MS30,0,23,0,23
AM,MS35,0,86,69,155
AM,MS36,0,0,13,13
AM,MS38,0,19,57,76
AM,MS39,0,0,22,22
AM,MS42,0,24,22,46
AM,MS43,0,22,0,22
AM,MS45,0,29,0,29
AM,MS50,0,0,34,34
AM,MS51,0,197,39,236
AM,MS53,0,71,35,106
AM,MS57,0,23,0,23
AM,MS61,0,22,0,22
AM,MS66,0,0,58,58
AM,MS68,0,17,0,17
AM,MS70,0,16,24,40
AM,MS76,0,49,22,71
AM,MS82,0,77,21,98
AM,MS89,0,50,23,73
AM,MS90,0,16,0,16
AM,NI31,0,25,26,51
AM,OA01,0,28,0,28
AM,OA11,0,61,0,61
AM,OA17,0,21,0,21
AM,OA24,0,58,53,111
AM,SC20,0,17,0,17
AM,SN97,0,30,0,30
AM,T005,0,22,0,22
AM,T006,0,835,210,1045
AM,T007,0,335,320,655
AM,T008,0,48,0,48
AM,T009,0,19,42,61
AM,T011,0,326,164,490
AM,T012,0,139,237,376
AM,T014,0,13,0,13
AM,T015,0,71,83,154
AM,T016,0,30,41,71
AM,T017,0,245,157,402
AM,T020,0,124,0,124
AM,T021,0,63,23,86
AM,T022,0,140,51,191
AM,T023,0,28,13,41
AM,T024,0,322,308,630
AM,T025,0,409,345,754
AM,T026,0,37,30,67
AM,T028,0,76,0,76
AM,T029,0,510,555,1065
AM,T030,0,52,0,52
AM,T031,0,36,0,36
AM,T032,0,300,227,527
AM,T033,0,22,18,40
AM,T034,0,725,486,1211
AM,T035,0,485,117,602
AM,T036,0,381,254,635
AM,T037,0,238,196,434
AM,T038,0,154,29,183
AM,T039,0,184,169,353
AM,T040,0,28,0,28
AM,T041,0,392,151,543
AM,T042,0,49,82,131
AM,T043,0,219,281,500
AM,T044,0,505,560,1065
AM,T045,0,330,185,515
AM,T046,0,20,38,58
AM,T047,0,285,63,348
AM,T048,0,34,22,56
AM,T049,0,19,18,37
AM,T050,0,0,58,58
AM,T051,0,21,0,21
AM,T052,0,515,270,785
AM,T053,0,175,196,371
AM,T054,0,302,122,424
AM,T056,0,46,85,131
AM,T057,0,139,186,325
AM,T058,0,132,105,237
AM,T059,22,0,13,35
AM,T060,0,310,266,576
AM,T061,0,88,51,139
AM,T062,0,56,0,56
AM,T063,0,244,232,476
AM,T064,0,146,43,189
AM,T065,0,46,68,114
AM,T066,0,19,91,110
AM,T067,0,97,18,115
AM,T068,0,416,389,805
AM,T069,0,0,92,92
AM,T070,0,195,125,320
AM,T071,0,173,66,239
AM,T072,0,99,88,187
AM,T073,0,181,24,205
AM,T074,0,50,0,50
AM,T075,0,118,230,348
AM,T076,0,394,304,698
AM,T077,0,43,0,43
AM,T078,0,15,0,15
AM,T079,0,112,21,133
AM,T080,0,43,24,67
AM,T081,0,17,0,17
AM,T083,0,19,55,74
AM,T084,0,191,85,276
AM,T085,0,213,120,333
AM,T086,0,113,109,222
AM,T087,0,66,0,66
AM,T088,0,38,42,80
AM,T089,0,106,89,195
AM,T090,0,33,53,86
AM,T091,0,119,41,160
AM,T092,0,54,0,54
AM,T094,0,168,76,244
AM,T095,0,529,257,786
AM,T096,0,377,205,582
AM,T097,0,49,0,49
AM,T098,0,34,0,34
AM,T100,0,329,126,455
AM,T102,0,288,69,357
AM,T103,0,0,16,16
AM,T104,0,17,31,48
AM,T105,0,124,173,297
AM,T106,0,75,80,155
AM,T107,0,92,34,126
AM,T108,0,68,46,114
AM,T109,0,17,0,17
AM,T110,0,203,218,421
AM,T111,0,45,68,113
AM,T112,0,187,180,367
AM,T113,0,0,26,26
AM,T115,0,41,24,65
AM,T116,0,153,230,383
AM,T117,0,123,170,293
AM,T120,0,0,57,57
AM,T122,0,171,98,269
AM,T123,0,178,81,259
AM,T124,0,193,217,410
AM,T125,0,48,29,77
AM,T126,0,46,0,46
AM,T129,0,97,44,141
AM,T130,0,77,0,77
AM,T131,0,0,27,27
AM,T132,0,15,44,59
AM,T133,0,130,0,130
AM,T134,0,75,171,246
AM,T135,0,38,18,56
AM,T139,0,0,19,19
AM,T160,0,49,53,102
AM,T161,0,0,22,22
AM,T162,0,21,0,21
AM,T165,0,220,83,303
AM,T167,0,0,28,28
AM,T168,0,24,46,70
AM,T190,0,24,103,127
AM,T191,0,451,188,639
AM,T192,0,153,93,246
AM,T196,0,1046,866,1912
AM,T199,0,251,74,325
AM,T224,0,81,0,81
AM,T501,0,554,347,901
AM,T502,0,25,0,25
AM,T504,0,1308,1104,2412
AM,T505,0,248,199,447
AM,T506,0,431,212,643
AM,T508,0,37,0,37
AM,T509,0,141,23,164
AM,T510,0,763,635,1398
AM,T511,0,495,314,809
AM,T512,0,288,98,386
AM,T593,0,11197,9079,20276
AM,T594,0,16610,12329,28939
AM,T596,0,10607,8695,19302
AM,T597,0,723,732,1455
AM,T598,0,795,571,1366
AM,WA07,0,39,0,39
AM,WA09,0,17,0,17
AM,WA10,0,0,32,32
AM,WA12,0,34,0,34
AM,WA14,0,22,16,38
AM,WA16,0,0,22,22
AM,WA201,0,0,66,66
AM,WA32,0,0,34,34
AM,WA35,0,0,21,21
AM,WA52,0,32,0,32
AM,WA56,0,21,0,21
AM,WA59,0,0,17,17
AM,WA61,0,28,28,56
AM,WA72,0,0,28,28
AM,WA90,0,28,0,28
AM,WE50,0,0,30,30
AM,Island Ferry,0,61,0,61
AM,Grey Hound,0,0,52,52
AM,Erindale School,0,0,74,74
AM,Private Bus,0,139,194,333
AM,Y001,0,23,0,23
AM,Y002,0,0,21,21
AM,Y003,0,20,0,20
AM,Y007,0,26,0,26
AM,Y013,0,0,39,39
AM,Y020,0,28,0,28
AM,Y024,0,0,17,17
AM,Y040,0,31,0,31
AM,Y055,0,19,37,56
AM,Y077,0,31,20,51
AM,Y081,0,21,0,21
AM,Y085,0,42,47,89
AM,Y087,0,21,0,21
AM,Y088,0,11,0,11
AM,Y090,0,24,43,67
AM,Y091,0,34,0,34
AM,Y098,0,19,0,19
AM,Y099,0,38,0,38
AM,Y300,0,35,29,64
AM,Y301,0,32,0,32
AM,Y900,0,28,67,95
AM,Y901,0,106,33,139
AM,Y902,0,22,24,46
AM,Not Used,73,308854,252070,560997
AM,BR03,0,29,0,29
AM,BR04,0,0,27,27
AM,BR07,0,29,0,29
AM,BR11,0,23,0,23
AM,BR18,0,22,0,22
AM,BR502,0,28,0,28
AM,D420,0,0,61,61
AM,GB15,0,21,0,21
AM,GB21,0,0,21,21
AM,GB46,0,0,28,28
AM,GB52,0,0,32,32
AM,GB93,0,0,34,34
AM,GT01,0,0,22,22
AM,GT03,0,28,0,28
AM,GT09,0,17,0,17
AM,HA01,0,0,32,32
AM,HA55,0,0,28,28
AM,MS01,0,0,24,24
AM,MS05,0,14,0,14
AM,MS07,0,0,33,33
AM,MS101,0,27,19,46
AM,MS110,0,0,28,28
AM,MS12,0,31,0,31
AM,MS13,0,0,24,24
AM,MS15,0,0,22,22
AM,MS17,0,17,0,17
AM,MS19,0,20,21,41
AM,MS27,0,0,12,12
AM,MS35,0,70,0,70
AM,MS38,0,34,0,34
AM,MS42,0,0,17,17
AM,MS44,0,0,26,26
AM,MS47,0,0,17,17
AM,MS61,0,23,0,23
AM,MS82,0,15,0,15
AM,OA01,0,45,0,45
AM,T005,0,35,0,35
AM,T006,0,304,17,321
AM,T007,0,30,17,47
AM,T008,0,24,0,24
AM,T011,0,40,36,76
AM,T012,0,16,38,54
AM,T014,0,28,0,28
AM,T017,0,0,21,21
AM,T020,0,0,19,19
AM,T021,0,38,0,38
AM,T023,0,24,0,24
AM,T024,0,32,24,56
AM,T025,0,159,138,297
AM,T029,0,107,32,139
AM,T030,0,18,0,18
AM,T031,0,0,12,12
AM,T032,0,149,21,170
AM,T034,0,76,92,168
AM,T035,0,32,33,65
AM,T036,0,82,10,92
AM,T037,0,29,25,54
AM,T038,0,0,23,23
