Time,Line,Unknown,Female,Male,Total
MD,WA62,0,28,28,56
MD,WA63,0,101,23,124
MD,WA64,0,41,22,63
MD,WA65,0,22,22,44
MD,WA71,0,22,0,22
MD,WA90,0,303,229,532
MD,WA91,0,139,84,223
MD,WE02,0,37,0,37
MD,WE05,0,29,18,47
MD,WE06,0,44,18,62
MD,WE08,0,26,0,26
MD,WE09,0,123,0,123
MD,Canada Coach,0,34,11,45
MD,Island Ferry,0,63,39,102
MD,Grey Hound,0,35,13,48
MD,Via Rail,0,0,21,21
MD,Erindale School,0,37,42,79
MD,Private Bus,0,66,82,148
MD,Y001,0,70,41,111
MD,Y002,0,192,76,268
MD,Y003,0,26,29,55
MD,Y004,0,174,99,273
MD,Y005,0,26,0,26
MD,Y007,0,0,26,26
MD,Y008,0,64,29,93
MD,Y011,0,24,0,24
MD,Y013,0,0,24,24
MD,Y020,0,24,79,103
MD,Y022,0,29,27,56
MD,Y023,0,26,46,72
MD,Y033,0,30,0,30
MD,Y053,0,0,33,33
MD,Y055,0,37,98,135
MD,Y057,0,47,22,69
MD,Y077,0,156,190,346
MD,Y083,0,23,0,23
MD,Y085,0,98,152,250
MD,Y087,0,19,0,19
MD,Y088,0,244,83,327
MD,Y090,0,96,36,132
MD,Y091,0,165,25,190
MD,Y098,0,49,0,49
MD,Y099,0,53,81,134
MD,Y900,0,533,360,893
MD,Y901,0,347,292,639
MD,Y902,0,0,21,21
MD,Y903,0,31,20,51
MD,Y904,0,125,27,152
MD,BA10,0,133,61,194
MD,BA11,0,255,216,471
MD,BA12,0,24,0,24
MD,BA13,0,37,57,94
MD,BA14,0,84,54,138
MD,BA15,0,0,40,40
MD,BA16,0,108,34,142
MD,BA18,0,97,25,122
MD,BA20,0,306,103,409
MD,BA22,0,37,0,37
MD,BA24,0,14,0,14
MD,BA28,0,0,28,28
MD,BA30,0,260,89,349
MD,BA31,0,74,140,214
MD,BA32,0,24,0,24
MD,BA33,0,90,54,144
MD,BA34,0,98,20,118
MD,BA39,0,165,12,177
MD,BA41,0,78,68,146
MD,BA97,0,0,57,57
MD,BR01,0,476,367,843
MD,BR02,0,226,262,488
MD,BR03,0,301,308,609
MD,BR04,0,602,332,934
MD,BR05,0,496,292,788
MD,BR07,0,386,270,656
MD,BR08,0,244,46,290
MD,BR09,0,274,124,398
MD,BR101,0,52,23,75
MD,BR11,0,530,427,957
MD,BR12,0,161,44,205
MD,BR13,0,27,27,54
MD,BR14,0,303,278,581
MD,BR15,0,377,249,626
MD,BR16,0,125,50,175
MD,BR17,0,80,17,97
MD,BR18,0,471,278,749
MD,BR19,0,103,47,150
MD,BR20,0,23,0,23
MD,BR21,0,0,74,74
MD,BR22,0,22,0,22
MD,BR23,0,350,335,685
MD,BR24,0,132,42,174
MD,BR25,0,59,0,59
MD,BR29,0,261,96,357
MD,BR30,0,159,167,326
MD,BR31,0,28,0,28
MD,BR32,0,102,51,153
MD,BR33,0,19,0,19
MD,BR35,0,23,0,23
MD,BR40,0,45,0,45
MD,BR50,0,293,101,394
MD,BR501,0,910,703,1613
MD,BR502,0,532,467,999
MD,BR51,0,98,35,133
MD,BR511,0,0,28,28
MD,BR52,0,459,130,589
MD,BR53,0,114,74,188
MD,BR54,0,68,0,68
MD,BR92,0,24,28,52
MD,BR97,0,120,140,260
MD,BT01,0,129,24,153
MD,BT02,0,107,50,157
MD,BT04,0,235,95,330
MD,BT05,0,107,23,130
MD,BT06,0,64,0,64
MD,BT07,0,66,23,89
MD,BT08,0,133,102,235
MD,BT09,0,219,68,287
MD,BT11,0,0,26,26
MD,BT13,0,64,0,64
MD,BT97,0,19,0,19
MD,BT98,0,59,76,135
MD,BU01,0,166,241,407
MD,BU02,0,186,105,291
MD,BU03,0,203,35,238
MD,BU04,0,222,62,284
MD,BU05,0,54,20,74
MD,BU06,0,74,22,96
MD,BU10,0,570,300,870
MD,BU11,0,34,26,60
MD,BU12,0,139,25,164
MD,BU15,0,129,0,129
MD,BU96,0,25,25,50
MD,BU98,0,68,0,68
MD,CO03,0,11,32,43
MD,CO99,0,46,21,67
MD,D101,0,18,51,69
MD,D102,0,18,24,42
MD,D103,0,44,0,44
MD,D105,0,29,0,29
MD,D107,0,0,29,29
MD,D108,0,29,0,29
MD,D110,0,68,80,148
MD,D111,0,29,56,85
MD,D112,0,57,83,140
MD,D121,0,80,0,80
MD,D122,0,33,0,33
MD,D197,0,73,0,73
MD,D198,0,25,49,74
MD,D218,0,24,24,48
MD,D219,0,105,116,221
MD,D221,0,16,49,65
MD,D222,0,85,79,164
MD,D224,0,79,31,110
MD,D225,0,103,55,158
MD,D226,0,139,22,161
MD,D232,0,22,24,46
MD,D280,0,0,27,27
MD,D292,0,0,30,30
MD,D296,0,0,22,22
MD,D297,0,116,90,206
MD,D302,0,124,96,220
MD,D303,0,85,0,85
MD,D304,0,54,46,100
MD,D305,0,114,131,245
MD,D306,0,158,135,293
MD,D397,0,44,0,44
MD,D398,0,38,26,64
MD,D401,0,736,631,1367
MD,D402,0,238,321,559
MD,D403,0,207,130,337
MD,D405,0,17,0,17
MD,D406,0,80,14,94
MD,D407,0,152,187,339
MD,D408,0,137,104,241
MD,D409,0,120,78,198
MD,D410,0,167,222,389
MD,D411,0,212,147,359
MD,D412,0,170,208,378
MD,D419,0,73,19,92
MD,D420,0,109,213,322
MD,D496,0,83,26,109
MD,D497,0,26,58,84
MD,D501,0,0,47,47
MD,D606,0,16,0,16
MD,D915,0,510,404,914
MD,D916,0,381,395,776
MD,D922,0,26,60,86
MD,D923,0,105,84,189
MD,D950,0,62,23,85
MD,FE99,0,16,47,63
MD,GB12,0,0,35,35
MD,GB15,0,85,46,131
MD,GB16,0,163,188,351
MD,GB19,0,71,28,99
MD,GB20,0,27,33,60
MD,GB21,0,658,670,1328
MD,GB25,0,19,0,19
MD,GB27,0,33,0,33
MD,GB29,0,0,57,57
MD,GB30,0,0,8,8
MD,GB31,0,260,257,517
MD,GB33,0,14,0,14
MD,GB34,0,259,340,599
MD,GB38,0,13,41,54
MD,GB40,0,36,17,53
MD,GB46,0,1213,1220,2433
MD,GB52,0,894,641,1535
MD,GB61,0,28,158,186
MD,GB65,0,324,172,496
MD,GB66,0,44,22,66
MD,GB69,0,0,62,62
MD,GB71,0,288,162,450
MD,GB81,0,56,23,79
MD,GB88,0,63,46,109
MD,GB90,0,19,52,71
MD,GB93,0,186,95,281
MD,GB94,0,737,549,1286
MD,GB95,0,80,44,124
MD,GB96,0,14,64,78
MD,GT01,0,1465,1580,3045
MD,GT02,0,359,359,718
MD,GT03,0,271,486,757
MD,GT05,0,170,155,325
MD,GT06,0,39,83,122
MD,GT07,0,231,279,510
MD,GT09,0,1591,1224,2815
MD,GU01,0,41,47,88
MD,GU03,0,117,49,166
MD,GU04,0,17,46,63
MD,GU07,0,35,19,54
MD,GU08,0,34,14,48
MD,GU09,0,69,0,69
MD,GU10,0,20,14,34
MD,GU22,0,21,19,40
MD,GU23,0,19,21,40
MD,GU24,0,17,17,34
MD,GU31,0,30,0,30
MD,GU32,0,69,268,337
MD,GU33,0,87,29,116
MD,GU34,0,0,22,22
MD,GU35,0,77,55,132
MD,GU37,0,91,0,91
MD,GU38,0,70,0,70
MD,GU40,0,90,0,90
MD,GU41,0,36,52,88
MD,GU42,0,86,0,86
MD,GU43,0,74,29,103
MD,GU44,0,0,58,58
MD,GU45,0,0,30,30
MD,GU50,0,50,0,50
MD,GU51,0,0,58,58
MD,GU52,0,58,12,70
MD,GU54,0,0,43,43
MD,GU55,0,30,0,30
MD,GU58,0,30,0,30
MD,GU61,0,59,0,59
MD,GU70,0,56,131,187
MD,GU71,0,0,28,28
MD,GU76,0,60,0,60
MD,GU97,0,13,71,84
MD,GU99,0,53,156,209
MD,HA01,0,2082,1395,3477
MD,HA02,0,1447,953,2400
MD,HA03,0,360,139,499
MD,HA04,0,506,305,811
MD,HA05,0,1599,1172,2771
MD,HA06,0,155,96,251
MD,HA07,0,144,18,162
MD,HA08,0,161,76,237
MD,HA10,0,865,686,1551
MD,HA11,0,168,290,458
MD,HA12,0,45,0,45
MD,HA16,0,0,56,56
MD,HA21,0,424,505,929
MD,HA22,0,308,299,607
MD,HA23,0,482,266,748
MD,HA24,0,312,227,539
MD,HA25,0,581,154,735
MD,HA26,0,276,131,407
MD,HA27,0,513,371,884
MD,HA33,0,202,53,255
MD,HA34,0,198,149,347
MD,HA35,0,544,436,980
MD,HA41,0,965,656,1621
MD,HA43,0,316,200,516
MD,HA44,0,41,115,156
MD,HA51,0,361,318,679
MD,HA52,0,351,155,506
MD,HA55,0,288,106,394
MD,HA58,0,230,0,230
MD,HA90,0,29,0,29
MD,HA93,0,35,0,35
MD,HA98,0,333,120,453
MD,HA99,0,0,34,34
MD,LI03,0,0,20,20
MD,MI97,0,26,0,26
MD,Midland Transit,0,127,40,167
MD,ML02,0,197,27,224
MD,ML04,0,24,50,74
MD,ML06,0,35,0,35
MD,ML07,0,51,0,51
MD,MS01,0,1425,1071,2496
MD,MS03,0,774,469,1243
MD,MS04,0,189,182,371
MD,MS05,0,321,365,686
MD,MS06,0,255,189,444
MD,MS07,0,231,66,297
MD,MS08,0,361,203,564
MD,MS09,0,162,104,266
MD,MS10,0,413,398,811
MD,MS101,0,142,81,223
MD,MS102,0,21,0,21
MD,MS103,0,205,234,439
MD,MS107,0,0,28,28
MD,MS11,0,218,131,349
MD,MS110,0,460,592,1052
MD,MS12,0,20,0,20
MD,MS13,0,654,454,1108
MD,MS14,0,0,20,20
MD,MS15,0,41,46,87
MD,MS16,0,44,22,66
MD,MS18,0,0,30,30
MD,MS19,0,2541,1580,4121
MD,MS20,0,436,343,779
MD,MS22,0,222,116,338
MD,MS23,0,321,249,570
MD,MS24,0,19,0,19
MD,MS25,0,29,0,29
MD,MS26,0,456,709,1165
MD,MS27,0,24,42,66
MD,MS28,0,396,94,490
MD,MS29,0,236,69,305
MD,MS30,0,61,66,127
MD,MS301,0,19,0,19
MD,MS303,0,22,0,22
MD,MS304,0,0,42,42
MD,MS305,0,0,17,17
MD,MS309,0,21,0,21
MD,MS31,0,50,0,50
MD,MS312,0,50,42,92
MD,MS313,0,22,0,22
MD,MS317,0,33,20,53
MD,MS319,0,38,28,66
MD,MS32,0,27,0,27
MD,MS328,0,20,22,42
MD,MS334,0,43,0,43
MD,MS34,0,305,266,571
MD,MS35,0,437,318,755
MD,MS36,0,166,101,267
MD,MS38,0,518,267,785
MD,MS39,0,136,161,297
MD,MS41,0,95,50,145
MD,MS42,0,214,95,309
MD,MS44,0,416,265,681
MD,MS45,0,215,182,397
MD,MS47,0,42,91,133
MD,MS48,0,221,171,392
MD,MS49,0,70,67,137
MD,MS51,0,207,406,613
MD,MS53,0,106,50,156
MD,MS57,0,54,0,54
MD,MS59,0,34,0,34
MD,MS61,0,445,488,933
MD,MS66,0,542,284,826
MD,MS68,0,81,0,81
MD,MS71,0,0,29,29
MD,MS76,0,28,19,47
MD,MS82,0,23,0,23
MD,MS89,0,91,0,91
MD,MS90,0,57,31,88
MD,MS91,0,17,42,59
MD,MS97,0,0,21,21
MD,MS98,0,132,59,191
MD,MS990,0,101,27,128
MD,NI01,0,156,0,156
MD,NI02,0,0,26,26
MD,NI03,0,26,0,26
MD,NI04,0,67,18,85
MD,NI05,0,0,53,53
MD,NI10,0,76,0,76
MD,NI11,0,26,51,77
MD,NI12,0,0,33,33
MD,NI14,0,64,25,89
MD,NI15,0,26,0,26
MD,NI30,0,25,0,25
MD,NI31,0,126,98,224
MD,NI97,0,20,14,34
MD,NI98,0,25,0,25
MD,NR70,0,0,31,31
MD,OA01,0,263,155,418
MD,OA02,0,0,75,75
MD,OA03,0,125,0,125
MD,OA04,0,28,44,72
MD,OA06,0,37,49,86
MD,OA10,0,18,0,18
MD,OA13,0,20,0,20
MD,OA14,0,391,105,496
MD,OA15,0,70,0,70
MD,OA17,0,63,67,130
MD,OA19,0,88,144,232
MD,OA20,0,14,0,14
MD,OA21,0,22,66,88
MD,OA22,0,37,0,37
MD,OA24,0,187,33,220
MD,OA28,0,19,122,141
MD,OA32,0,13,0,13
MD,OA97,0,64,0,64
MD,OR01,0,12,0,12
MD,OR02,0,76,0,76
MD,OR03,0,26,29,55
MD,OR04,0,62,10,72
MD,OR05,0,102,99,201
MD,OV01,0,50,16,66
MD,OV02,0,92,16,108
MD,OV03,0,40,16,56
MD,Port Colborne Transit,0,0,29,29
MD,PE01,0,141,26,167
MD,PE02,0,72,66,138
MD,PE03,0,65,36,101
MD,PE04,0,106,199,305
MD,PE05,0,46,224,270
MD,PE06,0,248,63,311
MD,PE07,0,114,46,160
MD,PE08,0,146,23,169
MD,PE09,0,77,46,123
MD,PE10,0,97,12,109
MD,PE11,0,137,19,156
MD,PE90,0,280,46,326
MD,PE98,0,13,0,13
MD,Rockwood Transit,0,30,0,30
MD,SC01,0,15,30,45
MD,SC02,0,95,23,118
MD,SC03,0,89,0,89
MD,SC04,0,229,12,241
MD,SC05,0,111,19,130
MD,SC06,28,71,109,208
MD,SC07,0,45,127,172
MD,SC08,0,90,24,114
MD,SC09,0,40,31,71
MD,SC10,0,144,27,171
MD,SC11,0,55,67,122
MD,SC12,0,45,0,45
MD,SC14,0,61,0,61
MD,SC15,0,54,0,54
MD,SC16,0,201,119,320
MD,SC17,0,136,84,220
MD,SC18,0,145,41,186
MD,SC20,0,83,33,116
MD,SC25,0,60,58,118
MD,SC46,0,87,0,87
MD,SC51,0,19,0,19
MD,SC56,0,51,12,63
MD,SC59,0,19,12,31
MD,SC60,0,55,0,55
MD,SC67,0,0,15,15
MD,SC72,0,28,63,91
MD,SC98,0,61,0,61
MD,T005,0,316,148,464
MD,T006,0,757,451,1208
MD,T007,0,2334,695,3029
MD,T008,0,175,266,441
MD,T009,0,304,377,681
MD,T011,0,1015,394,1409
MD,T012,0,473,717,1190
MD,T014,0,187,50,237
MD,T015,0,187,47,234
MD,T016,0,929,648,1577
MD,T017,0,817,489,1306
MD,T020,0,462,203,665
MD,T021,0,724,465,1189
MD,T022,0,567,420,987
MD,T023,0,267,202,469
MD,T024,0,2431,1711,4142
MD,T025,0,2843,2258,5101
MD,T026,0,288,132,420
MD,T028,0,113,62,175
MD,T029,0,3351,1962,5313
MD,T030,0,254,81,335
MD,T031,0,216,78,294
MD,T032,0,3202,2139,5341
MD,T033,0,32,17,49
MD,T034,0,2123,1423,3546
MD,T035,0,3821,1651,5472
MD,T036,0,2574,1853,4427
MD,T037,0,1350,700,2050
MD,T038,0,994,242,1236
MD,T039,0,2275,2061,4336
MD,T040,0,341,296,637
MD,T041,0,1845,1064,2909
MD,T042,0,410,436,846
MD,T043,0,1298,693,1991
MD,T044,0,538,418,956
MD,T045,0,1564,1127,2691
MD,T046,0,468,326,794
MD,T047,0,825,598,1423
MD,T048,0,284,168,452
MD,T049,0,251,208,459
MD,T050,0,222,233,455
MD,T051,0,260,108,368
MD,T052,0,2640,1074,3714
MD,T053,0,1406,1318,2724
MD,T054,0,2846,1633,4479
MD,T055,0,197,67,264
MD,T056,0,164,123,287
MD,T057,0,1008,731,1739
MD,T058,0,678,411,1089
MD,T059,0,63,257,320
MD,T060,0,1700,952,2652
MD,T061,0,292,310,602
MD,T062,0,153,295,448
MD,T063,0,1007,773,1780
MD,T064,0,614,250,864
MD,T065,0,345,64,409
MD,T066,0,495,246,741
MD,T067,0,662,197,859
MD,T068,0,1090,707,1797
MD,T069,0,403,234,637
MD,T070,0,534,467,1001
MD,T071,0,304,184,488
MD,T072,0,464,383,847
MD,T073,0,781,421,1202
MD,T074,0,80,91,171
MD,T075,0,437,323,760
MD,T076,0,638,422,1060
MD,T077,0,268,65,333
MD,T078,0,137,32,169
MD,T079,0,850,511,1361
MD,T080,0,207,73,280
MD,T081,0,565,379,944
MD,T082,0,87,37,124
MD,T083,0,205,0,205
MD,T084,0,1240,787,2027
MD,T085,0,2131,1386,3517
MD,T086,0,1525,744,2269
MD,T087,0,420,376,796
MD,T088,0,304,98,402
MD,T089,0,1246,474,1720
MD,T090,0,367,228,595
MD,T091,0,293,248,541
MD,T092,0,101,201,302
MD,T094,0,874,414,1288
MD,T095,0,2690,1407,4097
MD,T096,0,2263,1217,3480
MD,T097,0,249,144,393
MD,T098,0,287,115,402
MD,T100,0,1241,924,2165
MD,T102,0,1828,1275,3103
MD,T103,0,38,11,49
MD,T104,0,232,70,302
MD,T105,0,601,274,875
MD,T106,0,555,339,894
MD,T107,0,391,132,523
MD,T108,0,427,394,821
MD,T109,0,605,173,778
MD,T110,0,428,331,759
MD,T111,0,412,281,693
MD,T112,0,1008,505,1513
MD,T113,0,400,357,757
MD,T115,0,43,14,57
MD,T116,0,1877,1089,2966
MD,T117,0,35,77,112
MD,T120,0,114,49,163
MD,T122,0,326,175,501
MD,T123,0,449,202,651
MD,T124,0,232,96,328
MD,T125,0,417,201,618
MD,T126,0,249,18,267
MD,T127,0,197,115,312
MD,T129,0,1416,676,2092
MD,T130,0,237,144,381
MD,T131,0,590,293,883
MD,T132,0,133,283,416
MD,T133,0,1222,550,1772
MD,T134,0,629,408,1037
MD,T135,0,148,103,251
MD,T139,0,166,146,312
MD,T141,0,15,0,15
MD,T144,0,16,0,16
MD,T160,0,231,87,318
MD,T161,0,267,73,340
MD,T162,0,61,0,61
MD,T165,0,854,375,1229
MD,T167,0,36,84,120
MD,T168,0,599,357,956
MD,T169,0,105,84,189
MD,T190,0,602,281,883
MD,T191,0,619,499,1118
MD,T192,0,135,101,236
MD,T196,0,1115,1433,2548
MD,T199,0,792,483,1275
MD,T224,0,173,92,265
MD,T300,0,17,0,17
MD,T302,0,14,11,25
MD,T303,0,0,14,14
MD,T316,0,32,0,32
MD,T354,0,13,0,13
MD,T400,0,0,15,15
MD,T402,0,13,0,13
MD,T404,0,14,0,14
MD,T405,0,51,0,51
MD,TTC Wheel Trans,0,3056,1704,4760
MD,T501,0,3944,3718,7662
MD,T502,0,174,93,267
MD,T503,0,39,16,55
MD,T504,0,4474,3133,7607
MD,T505,0,2734,2005,4739
MD,T506,0,3682,2641,6323
MD,T508,0,52,164,216
MD,T509,0,1007,708,1715
MD,T510,0,1251,1029,2280
MD,T511,0,1398,888,2286
MD,T512,0,2046,1393,3439
MD,T593,0,9997,8468,18465
MD,T594,0,22450,18303,40753
MD,T596,0,20728,15567,36295
MD,T597,0,1138,618,1756
MD,T598,0,1841,1164,3005
MD,WA01,0,240,125,365
MD,WA02,0,80,32,112
MD,WA03,0,100,121,221
MD,WA04,0,96,102,198
MD,WA05,0,148,203,351
MD,WA06,0,154,20,174
MD,WA07,0,1753,1108,2861
MD,WA08,0,554,655,1209
MD,WA09,0,289,348,637
MD,WA10,0,259,151,410
MD,WA11,0,188,149,337
MD,WA12,0,556,555,1111
MD,WA13,0,256,206,462
MD,WA14,0,20,0,20
MD,WA15,0,169,0,169
MD,WA16,0,74,140,214
MD,WA17,0,67,38,105
MD,WA18,0,31,20,51
MD,WA19,0,0,43,43
MD,WA20,0,58,64,122
MD,WA201,0,749,352,1101
MD,WA21,0,16,29,45
MD,WA22,0,204,144,348
MD,WA23,0,40,50,90
MD,WA24,0,172,54,226
MD,WA25,0,182,93,275
MD,WA27,0,50,166,216
MD,WA29,0,237,287,524
MD,WA31,0,0,92,92
MD,WA33,0,0,34,34
MD,WA35,0,80,91,171
MD,WA51,0,432,73,505
MD,WA52,0,200,262,462
MD,WA53,0,34,45,79
MD,WA54,0,54,23,77
MD,WA55,0,84,43,127
MD,WA56,0,36,0,36
MD,WA57,0,37,12,49
MD,WA58,0,84,0,84
MD,WA59,0,41,64,105
MD,WA60,0,80,79,159
MD,WA61,0,105,28,133
MD,WA62,0,28,55,83
MD,WA63,0,167,17,184
MD,WA64,0,91,0,91
MD,WA65,0,50,60,110
MD,WA66,0,0,66,66
MD,WA67,0,54,30,84
MD,WA71,0,84,50,134
MD,WA73,0,0,82,82
MD,WA75,0,37,0,37
MD,WA90,0,899,445,1344
MD,WA91,0,125,296,421
MD,WA97,0,81,100,181
MD,WA98,0,164,206,370
MD,WA99,0,45,32,77
MD,WE01,0,42,0,42
MD,WE02,0,18,18,36
MD,WE03,0,46,0,46
MD,WE04,0,17,0,17
MD,WE05,0,126,44,170
MD,WE06,0,209,37,246
MD,WE08,0,75,79,154
MD,WE09,0,101,111,212
MD,WE51,0,28,28,56
MD,WE98,0,77,110,187
MD,Charter Bus,0,29,10,39
MD,Canada Coach,0,0,16,16
MD,XF98,0,103,76,179
MD,Island Ferry,0,185,324,509
MD,Grey Hound,0,276,162,438
MD,Via Rail,0,175,130,305
MD,Erindale School,0,0,28,28
MD,Private Bus,0,2853,1682,4535
MD,Y001,0,120,32,152
MD,Y002,0,239,159,398
MD,Y003,0,239,99,338
MD,Y004,0,546,150,696
MD,Y005,0,358,133,491
MD,Y007,0,212,130,342
MD,Y008,0,68,42,110
MD,Y009,0,0,20,20
MD,Y010,0,202,173,375
MD,Y012,0,46,24,70
MD,Y013,0,26,41,67
MD,Y018,0,46,77,123
MD,Y020,0,210,205,415
MD,Y022,0,123,60,183
MD,Y023,0,156,26,182
MD,Y031,0,22,18,40
MD,Y032,0,22,45,67
MD,Y033,0,0,30,30
MD,Y040,0,16,16,32
MD,Y041,0,38,76,114
MD,Y044,0,52,19,71
MD,Y050,0,34,69,103
MD,Y051,0,34,0,34
MD,Y054,0,58,17,75
MD,Y055,0,243,134,377
MD,Y056,0,22,49,71
MD,Y057,0,178,99,277
MD,Y058,0,33,0,33
MD,Y077,0,183,220,403
MD,Y081,0,0,19,19
MD,Y082,0,31,70,101
MD,Y083,0,64,65,129
MD,Y084,0,49,19,68
MD,Y085,0,436,420,856
MD,Y086,0,69,123,192
MD,Y087,0,134,47,181
MD,Y088,0,493,227,720
MD,Y090,0,220,302,522
MD,Y091,0,438,371,809
MD,Y098,0,135,59,194
MD,Y099,0,342,88,430
MD,Y300,0,34,32,66
MD,Y301,0,21,0,21
MD,Y360,0,27,0,27
MD,Y400,0,46,0,46
MD,Y410,0,0,21,21
MD,Y411,0,20,0,20
MD,Y440,0,0,21,21
MD,Y443,0,22,0,22
MD,Y444,0,0,23,23
MD,Y445,0,22,0,22
MD,Y446,0,40,0,40
MD,Y461,0,20,0,20
MD,Y463,0,20,0,20
MD,Y464,0,0,22,22
MD,Y520,0,47,13,60
MD,Y521,0,47,47,94
MD,Y522,0,0,32,32
MD,Y589,0,78,16,94
MD,Y600,0,204,100,304
MD,Y760,0,0,20,20
MD,Y900,0,1691,1512,3203
MD,Y901,0,573,557,1130
MD,Y902,0,77,45,122
MD,Y904,0,145,72,217
MD,Y999,0,28,0,28
MD,Handi-Transit / Wheel Trans,0,396,105,501
